ma,ten,ten_eg
236017,Nghiệp vụ thư ký văn phòng,                              
141001,Tin học căn bản - văn phòng,                              
809122,Lí luận và PP dạy Tiếng Việt THPT,                              
206018,Thực hành giải phẫu sinh lý người,                              
846066,Tổ chức HĐ GD ngoài giờ lên lớp,                              
841102,Toán rời rạc,                              
208001,Toán cao cấp B1,                              
820327,Chuyên đề tư tưởng Hồ Chí Minh,
835036,Nghiệp vụ phục vụ nhà hàng và quầy Bar,                              
310010,Khái quát lịch sử TG cận đại,                              
820346,Tư tưởng Hồ Chí Minh (GDCT),
315025,Phương pháp dạy học Tiếng Việt 1,                              
740129,Lưu trữ nước ngoài,                              
857415,Tiếng Anh chuyên ngành du lịch 2,
734103,Phần mềm vẽ kỹ thuật AutoCAD,                              
850058,Mạng thế hệ sau NGN,                              
205013,Phương pháp DHKTCN,                              
740111,Phân loại và chỉnh lí tài liệu lưu trữ,                              
316002,Thanh nhạc nâng cao 1,                              
853015,Tâm lí học lao động,                              
848017,Lập trình Web,                              
838025,Văn hóa Mỹ,                              
709105,Thực hành sư phạm THCS 3,                              
811312,Phương pháp dạy học Địa lí THCS 2,
838076,Du lịch sinh thái,                              
301074,Đánh giá trong dạy học toán,                              
310011,Chuyên đề các cuộc CMTS thời cận đại,                              
309001,Lịch sử tiếng Việt,                              
850004,Toán A1,                              
161001,Chính trị 1,                              
834082,GIS ứng dụng,                              
819063,PP phát triển ngôn ngữ,                              
835317,Du lịch sinh thái,
736020,Tâm lí học quản lí,                              
816005,Ký xướng âm nâng cao 1,                              
205010,Vẽ kĩ thuật 2,                              
232097,(TN) Kế toán tài chính,                              
811409,Thực tế chuyên môn 1,
239037,Tự động hóa,                              
705020,Hình học họa hình,                              
132016,Tiếng Anh 1,                              
835302,Xã hội học ngôn ngữ,
707106,Bệnh cây trồng,                              
839011,Văn học Việt Nam đại cương,                              
813425,Kiểm tra đánh giá ngoại ngữ,
809037,Một số vấn đề VHVN hiện đại 2,                              
843006,Con người và môi trường,                              
848037,Mô hình toán kinh tế nâng cao,                              
237027,Tổ chức hội họp và chuyến đi công tác,                              
806101,Sinh hóa học,                              
816068,Phối hợp xướng 2,                              
811077,Địa lý tự nhiên miền nhiệt đới,                              
853405,Tâm lí học giáo dục,
234051,Thực tập thực tế 1,                              
H32005,Pháp luật kinh tế,                              
862009,GD Quốc phòng - An ninh (4),                              
816103,Lịch sử âm nhạc thế giới 1,                              
832030,Lịch sử các học thuyết kinh tế,                              
816034,PPDH âm nhạc 2,                              
862005,Giáo dục thể chất (5),                              
219044,Tâm lí học trẻ em 1,                              
809036,Một số vấn đề văn học Trung Quốc,                              
819114,Tiếng Anh chuyên ngành MN,                              
820107,Lịch sử ngoại giao Việt Nam,                              
853026,Tâm lí học du lịch,
232021,Kỹ thuật nghiệp vụ ngoại thương,                              
833367,Bảo hiểm trong kinh doanh,
802079,Chuyên đề vật lý lý thuyết,                              
233030,Quản trị marketing,                              
